AMTRAK,IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,CASINJRR,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,STATION,COUNTY,STATE,REGION,DUMMY2,CITY,HIGHWAY,VEHSPD,TYPVEH,VEHDIR,POSITION,RREQUIP,RRCAR,TYPACC,HAZARD,TEMP,VISIBLTY,WEATHER,TYPEQ,TYPTRK,TRKNAME,TRKCLAS,NBRLOCOS,NBRCARS,TRNSPD,TYPSPD,TRNDIR,SIGNAL,LOCWARN,WARNSIG,LIGHTS,STANDVEH,TRAIN2,MOTORIST,VIEW,VEHDMG,DRIVER,INVEH,TOTKLD,TOTINJ,TOTOCC,INCDRPT,JOINTCD,TYPRR,DUMMY3,CASKLDRR,DUMMY4,CROSSING,NARRLEN,DUMMY5,YEAR4,DIVISION,PUBLIC,CNTYCD,STCNTY,HZMRLSED,HZMNAME,HZMQNTY,HZMMEAS,SIGWARNX,WHISBAN,DRIVAGE,DRIVGEN,PLEONTRN,SSB1,SSB2,USERKLD,USERINJ,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,NARR1,NARR2,NARR3,NARR4,NARR5,SUBDIV,ROADCOND,VIDEOT,VIDEOU,
,14,8,CSX ,133287,,,    ,          ,14,8,CSX ,133287,,1,155778F,14,8,11,7,10,PM,WESTON              ,WOOD                ,39,2,,WESTON              ,WESTON RD           ,40,A,2,3,1,1,1,2,81,3,1,1,1,SINGLE MAIN         ,4,2,96,48,E,1, ,1,2,2,2,2,3,8,5900,1,1,1,1,2,2,1,1,,1,  ,711,245,,2014,                    ,Y,173,39C173,4,,,, , ,36,2,2,                    ,                    ,1,1,0,0,0,0,Q51211 STRUCK A 2003 KIA SPECTRA AUTOMOBILE THAT FAILED TO STOP AT CROSSING. THE VEHICLE OCCUPANT WA,S FATALLY INJURED AND THE DRIVER SUSTAINED SERIOUS INJURIES. PROTECTION ALSO AT CROSSING: ADVANCE WA,"RNING AND PAVEMENT MARKINGS, AND YIELD SIGNS.",,,TOLEDO              ,A,1,1,
,14,8,CSX ,133582,,,    ,          ,14,8,CSX ,133582,,1,142049B,14,8,18,4,11,AM,LODI                ,MEDINA              ,39,2,,LODI                ,AVON LAKE RD        ,0,A,2,1,1,1,1,4,65,4,1,1,1,#1 MAIN,4,2,89,25,R,4,1,1,2,2,2,2,5,8,6000,2,1,0,1,1,1,1,1,,0,  ,1030611,295,,2014,                    ,Y,103,39C103,4,,,, , ,52,2,3,                    ,                    ,0,1,0,0,0,0,Q29717 STRUCK AN OCCUPIED VEHICLE AT THE CROSSING. THE CROSSING WHERE THE VEHICLE WAS STRUCK IS CURR,"ENTLY OUT OF SERVICE, AND THERE ARE SIGNS AND BARRICADES TO PREVENT PEOPLE FROM TRANSVERSING IT. PRO",TECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,NEW CASTLE          ,A,1,1,
,14,8,CSX ,134205,,,    ,          ,14,8,CSX ,134205,,0,538781Y,14,8,31,3,30,AM,RUSSIA              ,SHELBY              ,39,2,,RUSSIA              ,RUSSIA RD           ,0,A,1,1,1,1,1,4,70,4,3,1,1,#2 MAIN,4,4,23,40,E,4,1,1,1,1,2,2,4,8,6500,3,2,0,0,0,2,1,1,,0,  ,1030611,195,,2014,                    ,Y,149,39C149,4,,,, , ,  , ,2,                    ,                    ,0,0,0,0,0,0,Q10730 STRUCK AN UNOCCUPIED VEHICLE AT THE CROSSING LATER DETERMINED TO BE ALLEDGEDLY STOLEN. AGE AN,D GENDER OF DRIVER UNKNOWN. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS.,,,,INDIANAPOLIS LINE   ,A,2,2,
,14,8,NS  ,111887,,,    ,          ,14,8,NS  ,111887,,0,509409R,14,8,22,8,46,AM,TOLEDO              ,OTTAWA              ,39,2,,N/A                 ,TWP 7/WILLISTON RD,0,C,4,1,1,1,1,4,81,2,1,1,1,DOUBLE-MAIN #1,4,1,4,58,R,3,1,1,2,2,2,2,4,8,30000,3,2,0,0,0,1,1,1,,0,  ,1030607,66,,2014,                    ,Y,123,39C123,4,,,, , ,54,1,2,                    ,                    ,0,0,0,0,0,0,NS TRAIN STRUCK A HWY-USER THAT WAS STUCK ON A HWY-GRADE CROSSING.,,,,,DEARBORN            ,A,1,2,
,14,9,NS  ,112230,,,    ,          ,14,9,NS  ,112230,,0,472008G,14,9,18,5,45,PM,GENEVA              ,ASHTABULA           ,39,2,,GENEVA              ,SR 534/BROADWAY AVEN,2,A,1,3,4,1,1,4,64,3,1,A,1,SINGLE MAIN TRACK   ,4,0,1,2,E,3,1,1,2,2,2,2,1,8,3000,3,1,0,0,1,2,1,1,,0,  ,102030607,88,,2014,                    ,Y,7,39C007,4,,,, , ,  ,2,1,                    ,                    ,0,0,0,0,0,0,MOW OPERATOR IN BALLAST REGULATOR STRUCK HIGHWAY USER AT CROSSING. DRIVER'S AGE UNKNOWN.,,,,,PITTSBURGH          ,A,2,2,
,14,9,CSX ,135319,,,    ,          ,14,9,CSX ,135319,,0,503587G,14,9,23,3,5,AM,AKRON               ,SUMMIT              ,39,2,,AKRON               ,ARLINGTON ST        ,0,A,3,1,1,1,1,2,40,4,1,1,1,#1 MAIN,2,2,147,25,R,4,1,1,2,1,3,2,4,8,4000,3,2,0,0,0,2,1,1,,0,  ,1020306,257,,2014,                    ,Y,153,39C153,4,,,, , ,32,1,2,                    ,                    ,0,0,0,0,0,0,DRIVER ATTEMPTED TO TURN LEFT AND GOT PASSENGER SIDE FRONT WHEEL HUNG ON NORTH RAIL OF NUMBER ONE MA,IN. Q37521 WAS OPERATING WESTBOUND AND STRUCK THE VEHICLE. PROTECTION ALSO AT CROSSING: ADVANCE WARN,ING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,NEW CASTLE          ,A,1,1,
,14,10,CSX ,135853,,,    ,          ,14,10,CSX ,135853,,1,867102P,14,10,7,3,30,AM,TOLEDO              ,LUCAS               ,39,2,,TOLEDO              ,MATZINGER RD        ,20,A,1,3,2,1,2,2,45,4,1,7,1,SINGLE MAIN         ,1,1,36,10,R,1,1,1,2,1,2,2,5,8,6500,2,1,0,1,1,2,1,1,,0,  ,10311,122,,2014,                    ,Y,95,39C095,4,,,, , ,22,1,3,                    ,                    ,0,1,0,0,0,0,Y32106 SHOVING STRUCK A 2004 ORANGE FORD MUSTANG THAT WENT AROUND THE GATES. PROTECTION ALSO AT CROS,SING: ADVANCE WARNING.,,,,TOLEDO TERMINAL     ,A,2,2,
,14,10,CSX ,137004,,,    ,          ,14,10,CSX ,137004,,0,142007P,14,10,31,1,1,AM,CUYAHOGA FALLS      ,SUMMIT              ,39,2,,CUYAHOGA FALLS      ,BROAD BLVD          ,0,A,4,2,1,1,1,4,40,4,2,1,1,#1 MAIN,3,2,94,30,E,4,1,1,1,1,2,2,4,8,2500,3,2,0,0,1,2,1,1,,0,  ,10203050611,118,,2014,                    ,Y,153,39C153,4,,,, , ,18,2,3,                    ,                    ,0,0,0,0,0,0,Q27730 STRUCK AN UNOCCUPIED VEHICLE AT BROAD BLVD. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND,PAVEMENT MARKINGS.,,,,NEW CASTLE          ,A,2,2,
,14,5,PTRA,2014000021,,,    ,          ,14,5,PHAZ,XXX       ,,0,758414X,14,5,20,11,15,AM,NORTH YARD          ,HARRIS              ,48,5,,HOUSTON             ,GATE 8,10,A,3,3,6,1,1,4,86,2,1,8,4,23635,X,2,0,5,E,1, ,1,1,1,2,2,3,8,1000,3,1,0,0,1,2,1,3,,0,  ,807,345,,2014,                    ,N,201,48C201,4,,,, , ,52,1,2,                    ,                    ,0,0,0,0,0,0,"THIS MORNING JOB 191 AFTER SPOTTING WIND FAN CANS INTO TRACKS 23-436 AND 23-437, HEADED NORTH BACK T",O THE STORAGE YARD AS THEY ENTER THE CROSSING AT GATE 1 ROAD AND RAMP ROAD 7 ON THE MK 9622 WAS STRU,CK ON THE RIGHT SIDE FUEL TANK WHICH WAS HEADED EAST ON RAMP ROAD 7 AND RAN THE STOP SIGN.  NO INJUR,IES WAS REPORTED AND MINOR DAMAGE TO MK 9622.,,SYSTEM              ,A,1,1,
,14,1,FWWR,14013101,,,    ,          ,14,1,FWWR,14013101,,1,021580B,14,1,31,1,49,PM,CRESSON             ,JOHNSON             ,48,5,,GODLEY              ,CR1000,20,D,1,3,1,1,1,4,65,2,1,7,1,MAIN                ,3,3,5,38,R,4, ,1,2,3,2,2,3,8,6500,2,1,0,1,1,2,1,3,,0,  ,7,223,,2014,                    ,Y,251,48C251,4,,,, , ,30,1,2,                    ,                    ,0,1,0,0,0,0,"FWWR 202 WAS TRAVELING NORTHBOUND FROM CLEBURNE TO CRESSON, TEXAS WHEN THEY WERE STRUCK BY A PICKUP","TRUCK HEADING WESTBOUND ON COUNTY ROAD 1000, GODLEY, TEXAS.  DRIVER WAS AIRFLIGHTED TO TEXAS HARRIS",HOSPITAL WITH INJURIES.,,,CLEBURNE            ,A,2,2,
,14,9,UTAX,9262014,,,    ,          ,14,9,UTAX,9262014,,0,254870D,14,9,26,10,14,PM,WEST JORDAN CITY CEN,SALT LAKE           ,49,7,,WEST JORDAN         ,REDWOOD ROAD        ,25,E,1,3,D,1,2,4,60,4,3,D,1,MID JORDAN          ,4,0,1,25,E,4,1,1,2,2,3,2,7,8,5500,3,1,0,0,1,1,1,3,,0,  ,10203040607,201,,2014,                    ,Y,35,49C035,4,,,, , ,30,1,8,                    ,                    ,0,0,0,0,0,0,"WESTBOUND TRAIN#38 APPROACHING THE RAIL ROAD CROSSING, MINIVAN DROVE THROUGH THE DOWN GATES AND WAS",STRUCK BY THE TRAIN.  THE MOTORIST OF THE VAN WAS ARRESTED BY POLICE FOR DRIVING UNDER THE INFLUENCE,.,,,SYSTEM              ,A,2,2,
,14,2,UFRC,212141,,,    ,          ,14,2,UFRC,212141,,0,805673N,14,2,12,5,8,PM,NORTH TEMPLE        ,SALT LAKE           ,49,7,,SALT LAKE CITY      ,1800 NORTH,0,B,3,2,1,1,1,4,35,3,1,3,1,WEST MAIN           ,4,1,4,57,R,1,1,2,2,2,2,2,4,8,15000,3,1,0,0,1,1,1,6,,0,  ,10306,385,,2014,                    ,Y,35,49C035,4,,,, , ,63,1,400,                    ,                    ,0,0,0,0,0,0,TRAIN WAS NB AT THE 1800 NORTH GRADE CROSSING WHEN THE TRAIN COLLIDED WITH A BOX TRUCK THAT WAS STOP,PED FACING EASTBOUND ON THE TRACK.  THE BOX TRUCK WAS TOTALLED AND THE DRIVER WAS TRANSPORTED TO LDS,HOSPITAL AND WAS RELEASED WITH NO INJURIES.  LOCOMOTIVE # 21 SUSTAINED MAJOR DAMAGE AND THERE WAS M,INOR DAMAGE TO CAR 303B.  THERE WERE NO INJURIES TO THE PASSENGERS/CREW ON THE TRAIN.,,FRONTRUNNER         ,A,2,2,
,14,8,NS  ,111701,,,    ,          ,14,8,NS  ,111701,,1,923402G,14,8,8,6,20,PM,MINGO JUNCTION      ,COLUMBIANA          ,39,2,,N/A                 ,PRIVATE             ,,K,1,3,1,1,1,2,65,3,1,1,1,SINGLE MAIN TRACK   ,4,3,138,27,R,3, ,1,2,2, , ,3,8,0, , ,0,1,0,2,1,1,,0,  ,8,80,,2014,                    ,N,29,39C029,4,,,, , ,35,1,2,                    ,                    ,0,1,0,0,0,0,NS TRAIN STRUCK A HWY-USER THAT WAS WALKING ON THE TRACKS AT A PRIVATE CROSSING.,,,,,PITTSBURGH          ,A,1,2,
,14,8,CSX ,132885,,,    ,          ,14,8,CSX ,132885,,1,228799D,14,8,1,10,25,AM,FOSTORIA            ,WOOD                ,39,2,,FOSTORIA            ,SWITZER RD          ,10,A,3,3,1,1,1,4,79,2,2,1,1,#1 MAIN,4,2,35,47,E,4, ,1,2,2,2,2,3,8,6500,2,1,0,1,1,2,1,1,,0,  ,711,130,,2014,                    ,Y,173,39C173,4,,,, , ,23,2,2,                    ,                    ,0,1,0,0,0,0,Q26331 WAS STRUCK BY A WHITE 4 DOOR SEDAN THAT PULLED IN FRONT OF TRAIN. PROTECTION ALSO AT CROSSING,: ADVANCE WARNING. YIELD SIGNS,,,,PEMBERVILLE         ,A,1,2,
,14,8,NS  ,111574,,,    ,          ,14,8,NS  ,111574,,1,524037N,14,8,1,10,58,AM,VERMILION           ,ERIE                ,39,2,,VERMILION           ,CITY/RIVER RD       ,5,B,2,3,1,1,1,4,80,2,1,1,1,DOUBLE-CHICAGO MAIN ,4,3,55,58,R,3,1,1,2,1,2,2,1,8,10000,2,1,0,1,1,1,1,1,,0,  ,1030607,72,,2014,                    ,Y,43,39C043,4,,,, , ,28,1,2,                    ,                    ,0,1,0,0,0,0,NS TRAIN STRUCK A HWY-USER THAT FAILED TO YIELD AT A HWY-GRADE CROSSING.,,,,,DEARBORN            ,A,2,2,
,14,5,CSX ,129392,,,    ,          ,14,5,CSX ,129392,,0,524368B,14,5,4,8,41,AM,OLMSTED FALLS       ,LORAIN              ,39,2,,OLMSTED FALLS       ,SPRAGUE RD          ,25,A,4,3,1,1,1,4,52,2,1,1,1,#2 MAIN,4,2,24,45,R,4,1,1,2,1,2,2,1,8,2500,3,1,0,0,1,2,1,1,,0,  ,103060711,212,,2014,                    ,Y,93,39C093,4,,,, , ,18,1,2,                    ,                    ,0,0,0,0,0,0,Q11303 STRUCK A VEHICLE AT THE CROSSING THAT WENT AROUND THE GATES AFTER AN EASTBOUND TRAIN CLEARED,THE CROSSING. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XI,NG SYMBOLS).,,,GREENWICH           ,A,1,1,
,14,1,CMLR,2014011001,,,    ,          ,14,1,CMLR,2014011001,,0,807086U,14,1,10,4,24,PM,IRON SPRINGS        ,IRON                ,49,7,,CEDAR CITY          ,IRON SPRINGS RD     ,66,A,3,3,1,1,2,4,48,2,1,1,1,W. LEG WYE          ,2,2,28,12,E,4,1,1,2,2,2,2,3,8,70000,3,1,0,0,1,2,1,3,,0,  ,60711,500,,2014,                    ,Y,21,49C021,4,,,, , ,32,2,2,                    ,                    ,0,0,0,0,0,0,FEMALE DRIVER WAS TRAVELING COMPASS EASTWARD AT APPROX. 66 MPH WHEN SHE IMPACTED THE LEADING LOCOMOT,"IVE OF A TRAIN CONSISTING OF TWO LOCOMOTIVES AND TWENTY-EIGHT CARS. THE DRIVER, BY HER OWN ADMISSION"," TO THE IRON COUNTY SHERIFF'S OFFICE, WAS LOOKING DOWN CLEANING HER SUNGLASSES WHEN SHE HEARD THE TR",AIN BLOWING FOR THE GRADE CROSSING. THE PARTICULAR GRADE CROSSING INVOLVED WAS REVIEWED FOR COMPLIAN,CE WITH MUTCD REGULATIONS A FEW DAYS PRIOR BY THE CMLR GENERAL MANAGER AND CMLR ROADMASTER AND WAS F,COMSTOCK            ,A,2,2,
,14,1,BNSF,PR0114203,,,    ,          ,14,1,UP  ,XXX       ,,1,255632N,14,1,9,2,0,PM,SPANISH FORK        ,UTAH                ,49,7,,                    ,CVRD BRIDGE CNYON   ,8,A,1,3,1,1,1,2,30,2,6,1,1,MAIN 2 TRACK,3,5,82,39,R,3, ,1,3,2,2,2,3,5,1000,2,1,0,1,1,2,1,1,,0,  ,8,0,,2014,                    ,N,49,49C049,4,,,, , ,57,2,2,                    ,                    ,0,1,0,0,0,0,,,,,,PROVO               ,C,2,2,
,14,6,UTAX,6272014,,,    ,          ,14,6,UTAX,6272014,,2,254863T,14,6,27,1,5,PM,JORDAN VALLEY WAY   ,SALT LAKE           ,49,7,,WEST JORDAN         ,OLD BINGHAM HIGHWAY ,10,E,2,3,D,1,1,4,94,2,1,D,1,WESTBOUND           ,4,0,2,50,E,4,1,1,1,1,2,2,1,8,7000,2,1,0,2,1,1,1,3,,0,  ,10304050607,500,,2014,                    ,Y,35,49C035,4,,,, , ,91,1,10,                    ,                    ,0,1,0,0,0,1,AS WESTBOUND TRAIN 37 WAS TRAVELLING THROUGH THE GRADE CROSSING AT JORDAN VALLEY WAY A WESTBOUND MOT,"ORIST DRIVING A DODGE MINI-VAN MADE A LEFT HAND TURN, ENTERING THE NON-GATED QUADRANT OF THE CROSSIN",G AND WAS STRUCK BY THE TRAIN. THE MINI-VAN WAS THROWN ACROSS THE INTERSECTION AND MADE CONTACT WITH, ANOTHER VEHICLE WAITING TO MAKE A RIGHT HAND TURN . THE OCCUPANT OF THE MINI-VAN WAS TRANSPOTED TO ,HOSPITAL IN SERIOUS CONDITION. ONE PASSENGER FROM THE TRAIN WAS TAKEN TO THE HOSPITAL FOR EVALUATION,SYSTEM              ,A,1,2,
,14,8,BNSF,TC0814201,,,    ,          ,14,8,BNSF,TC0814201,,1,067256R,14,8,6,5,10,PM,SAUK RAPIDS         ,BENTON              ,27,4,,                    ,COTTONWOOD AVE      ,,K,2,3,1,1,1,4,85,3,2,1,1,MAIN 1 TRACK,4,3,76,57,E,4,1,1, ,1, ,2,5,8,, , ,0,1,0,2,1,1,,0,  ,103,23,,2014,                    ,Y,9,27C009,4,,,, , ,55,1,2,                    ,                    ,0,1,0,0,0,0,41: WALKED AROUND GATES,,,,,STAPLES             ,A,1,2,
,14,1,UP  ,0114TC010,,,    ,          ,14,1,XRAH,XXX       ,,0,924101P,14,1,22,6,50,AM,SHAKOPEE            ,SCOTT               ,27,4,,SHAKOPEE            ,APGAR STREET        ,30,A,2,3,2,1,1,4,1,1,1,1,4,INDU                ,1,2,28,5,E,4, ,1, ,1,2,2,3,8,2000,3,1,0,0,1,2,1,1,,0,  ,7,166,,2014,                    ,Y,139,27C139,4,,,, , ,30,1,2,                    ,                    ,0,0,0,0,0,0,HIGHWAY USER'S ACTIONS: DID NOT STOP. TRAIN STRUCK VEHICLE BY THE FAR SIDE LADDER OF CAR UP94879. TH,E DRIVER LEFT THE SCENE OF ACCIDENT AND THEN RETURNED/NO INJURIES.,,,,MANKATO SUB         ,D,1,2,
,14,3,MNNR,MAR1401G,,,    ,          ,14,3,XVIK,XXX       ,,0,463533N,14,3,25,12,25,PM,ST PAUL             ,HENNEPIN            ,27,4,,MINNEAPOLIS         ,33RD AVE SE,12,B,4,3,2,1,1,4,17,2,1,7,4,VIKING LEAD         ,1,1,9,3,E,4, ,1,2,2,2,2,3,8,864,3,1,0,0,1,2,1,3,,0,  ,7,296,,2014,                    ,Y,53,27C053,4,,,, , ,52,1,2,                    ,                    ,0,0,0,0,0,0,TRAIN CREW WAS SHOVING DOWN VIKING INDUSTRY LEAD AS IT APPROACHED THE GRADE CROSSING. THE CONDUCTOR ,WAS RIDING THE LEAD CAR. THE TRUCK DRIVER ESTIMATED HIS SPEED BETWEEN 10-15 MPH AND DID NOT STOP AS,HE APPROACHED THE CROSSING. THE TRAIN STRUCK THE REAR OF THE VEHICLE WITH THE LEAD CAR UP242050.,,,SYSTEM              ,A,2,2,
,14,1,BNSF,TC0114202,,,    ,          ,14,1,BNSF,TC0114202,,1,067718E,14,1,18,12,25,PM,WILLMAR             ,KANDIYOHI           ,27,4,,                    ,45TH ST SW,35,A,3,3,1,1,1,2,18,2,1,1,1,SINGLE MAIN         ,4,3,74,43,E,2, ,1, ,2,2,2,3,5,2000,2,1,0,1,1,2,1,1,,0,  ,807,0,,2014,                    ,Y,67,27C067,4,,,, , ,27,1,2,                    ,                    ,0,1,0,0,0,0,,,,,,MORRIS              ,C,1,2,
,14,5,NS  ,110665,,,    ,          ,14,5,NS  ,110665,,0,481478N,14,5,31,9,45,PM,WATKINS             ,FRANKLIN            ,39,2,,N/A                 ,C-19/PARK ROAD,0,A,1,1,1,1,1,4,65,4,1,1,1,DOUBLE-COLUMBUS SAND,4,2,149,24,R,4,1,1,2,2,2,2,4,8,1000,3,2,0,0,0,2,1,1,,0,  ,10306,130,,2014,                    ,Y,49,39C049,4,,,, , ,  , ,2,                    ,                    ,0,0,0,0,0,0,NS TRAIN 195L830 STRUCK A HWY-USER THAT BECAME STUCK ON THE TRACKS AT A HIGHWAY-RAIL GRADE CROSSING., DRIVER'S INFORMATION UNKNOWN.,,,,LAKE                ,A,2,2,
,14,9,CSX ,134638,,,    ,          ,14,9,CSX ,134638,,0,142129U,14,9,9,9,52,PM,GREENWICH           ,HURON               ,39,2,,GREENWICH           ,NEW STATE RD        ,0,A,2,1,1,1,1,2,68,4,2,1,1,#1 MAIN,4,2,49,42,R,3,1,1,2,2,2,2,4,8,3000,3,2,0,0,0,2,1,1,,0,  ,103060711,242,,2014,                    ,Y,77,39C077,4,,,, , ,20,1,2,                    ,                    ,0,0,0,0,0,0,VEHICLE WENT AROUND ROAD CLOSED SIGN AND GOT STUCK ON #2 MAIN TRACK. THE Q15609 CLIPPED THE FRONT OF,THE VEHICLE THAT WAS HANGING OVER TRACK 1. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMEN,T MARKINGS (STOP LINES & RR XING SYMBOLS).,,,WILLARD TERMINAL    ,A,2,2,
,14,2,CSX ,125871,,,    ,          ,14,2,CSX ,125871,,0,513710F,14,2,11,3,11,PM,FINDLAY             ,HANCOCK             ,39,2,,FINDLAY             ,E LINCOLN ST        ,0,C,2,1,1,1,1,4,18,2,1,1,1,SINGLE MAIN         ,3,2,26,33,R,1,1,1,2,1,2,2,5,8,6500,3,2,0,0,1,2,1,1,,0,  ,1030611,300,,2014,                    ,Y,63,39C063,4,,,, , ,58,1,2,                    ,                    ,0,0,0,0,0,0,"H719-11 WAS TRAVELING NORTH ON THE TOLEDO BRANCH, THE TRAIN WAS TRAVELING ABOUT 33 MPH AND WHEN THEY"," CAME AROUND A CURVE THEY NOTICED A SEMI AND A FORK TRUCK CLOSE TO THE RIGHT AWAY, ENGINEER TOOK ACT",ION AND CLIPPED THE MIRRORS ON THE PASSENGER SIDE OF THE SEMI. NO DAMAGE TO THE ENGINE WAS REPORTED.,,,TOLEDO TERMINAL     ,B,2,2,
,14,4,CWRO,201430,,,    ,          ,14,4,CWRO,201430,,0,923039D,14,4,10,4,17,PM,                    ,CUYAHOGA            ,39,2,,CLEVELAND           ,751/752 CROSSING,1,J,4,3,1,1,1,4,60,2,2,7,4,751/752,1,2,7,5,E,1, ,1,2,1,2,1,2,8,1000,3,1,0,0,1,2,1,3,,0,  ,807,150,,2014,                    ,N,35,39C035,4,,,, , ,59,1,3,                    ,                    ,0,0,0,0,0,0,COIL TRACTOR #15 WAS FOULING TRACK 751 CROSSING AND WAS STRUCK LIGHTLY BY THE FRONT OF THE 1557 WHIC,H WAS PULLING 7 LOADED HOT CARS FROM THE BUILDING.,,,,SYSTEM              ,A,2,2,
,14,3,BNSF,KS0314201,,,    ,          ,14,3,BNSF,KS0314201,,0,014894F,14,3,3,6,19,PM,ANTON               ,HOCKLEY             ,48,5,,                    ,TENNESSEE RD        ,5,A,1,3,1,1,1,4,40,3,2,1,1,SINGLE MAIN         ,4,1,93,55,E,3, ,1, ,2,2,2,3,8,1000,3,1,0,0,4,2,1,1,,0,  ,7,0,,2014,                    ,Y,219,48C219,4,,,, , ,65,1,2,                    ,                    ,0,0,0,0,0,0,,,,,,SLATON              ,A,1,2,
,14,3,BNSF,KS0314202,,,    ,          ,14,3,BNSF,KS0314202,,0,014706N,14,3,7,3,0,AM,CANYON              ,RANDALL             ,48,5,,CANYON              ,4TH ST,9,B,1,3,1,1,1,2,49,4,1,1,1,MAIN 2 TRACK,5,3,52,25,R,3,1,1,2,2,3,1,7,8,1000,3,1,0,0,1,2,1,1,,0,  ,102,0,,2014,                    ,Y,381,48C381,4,,,, , ,19,1,2,                    ,                    ,0,0,0,0,0,0,,,,,,HEREFORD            ,A,2,2,
,14,2,CSX ,125990,,,    ,          ,14,2,CSX ,125990,,0,623604B,14,2,14,6,4,PM,HOPEWELL            ,HOPEWELL            ,51,2,,HOPEWELL            ,HERCULES RD         ,10,A,4,3,2,1,1,2,45,3,1,1,1,SINGLE MAIN         ,1,2,42,2,E,1, ,1,2,1,2,2,3,8,3000,3,1,0,0,1,2,1,1,,0,  ,71011,298,,2014,                    ,Y,670,51C670,4,,,, , ,24,1,2,                    ,                    ,0,0,0,0,0,0,"WHILE THE F70514 WAS SHOVING OVER HERCULES RD CROSSING, A VEHICLE ATTEMPTED TO BEAT THE TRAIN AND WA",S HIT ON THE PASSENGERS SIDE OF THE VEHICLE. NO INJURIES OR DAMAGES TO RAILROAD EQUIPMENT OR TRACK. ,PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,HOPEWELL            ,A,2,2,
,14,2,CSX ,126018,,,    ,          ,14,2,BB  ,XXX       ,,0,225089F,14,2,16,6,10,PM,GORDONSVILLE        ,LOUISA              ,51,2,,GORDONSVILLE        ,PRIVATE             ,2,A,1,3,1,71,2,4,35,4,1,1,1,SINGLE MAIN         ,2,2,150,18,E,3, , ,2,2,2,2,5,8,6500,3,1,0,0,1,2,1,1,,0,  ,12,138,,2014,                    ,N,109,51C109,4,,,, , ,68,1,2,                    ,                    ,0,0,0,0,0,0,E59815 WAS OPERATING ON THE BUCKINGHAM BRANCH RR WHEN THE 71ST CAR WAS STRUCK BY A VEHICLE THAT WAS,STRUCK BY ANOTHER VEHICLE AT CROSSING.,,,,PIEDMONT            ,B,2,2,
,14,3,CSX ,126980,,,    ,          ,14,3,CSX ,126980,,0,626098M,14,3,9,4,38,AM,PORTSMOUTH          ,PORTSMOUTH          ,51,2,,PORTSMOUTH          ,FREDERICK BLVD      ,30,A,3,3,1,1,2,4,42,4,1,1,1,SINGLE MAIN         ,2,1,47,17,E,2,1,1,2,1,1,2,3,8,1500,3,1,0,0,1,2,1,1,,0,  ,3060711,163,,2014,                    ,Y,740,51C740,4,,,, , ,34,1,2,                    ,                    ,0,0,0,0,0,0,MOTORIST STRUCK SIDE OF THE CEFX 6004. MOTORIST THEN DROVE AWAY. PROTECTION ALSO AT CROSSING: ADVANC,E WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,,PORTSMOUTH          ,A,2,2,
,14,6,CSX ,130946,,,    ,          ,14,6,CSX ,130946,,0,224884E,14,6,13,4,35,PM,NEWPORT NEWS        ,HAMPTON             ,51,2,,HAMPTON             ,ABERDEEN RD         ,15,D,2,3,2,1,1,4,85,2,1,1,4,HAMPTON BRANCH      ,1,2,15,5,R,3,1,1,1,1,1,2,3,8,6500,3,1,0,0,1,2,1,1,,0,  ,203060711,155,,2014,                    ,Y,650,51C650,4,,,, , ,56,1,2,                    ,                    ,0,0,0,0,0,0,K96612 STRUCK VEHICLE AT ABERDEEN ROAD HIGHWAY CROSSING. PROTECTION ALSO AT CROSSING: ADVANCE WARNIN,G AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,,PENINSULA           ,B,2,2,
